,Topic,Probability,created_at,date,week_start
1,Topic 0,0,Thu Dec 31 17:00:58 +0000 2020,12/31/20,12/27/20
2,Topic 0,0,Fri Apr 23 04:24:08 +0000 2021,4/23/21,4/18/21
3,Topic 0,0,Fri Apr 23 12:49:10 +0000 2021,4/23/21,4/18/21
4,Topic 0,0,Fri Apr 23 12:04:35 +0000 2021,4/23/21,4/18/21
5,Topic 0,0,Fri Apr 23 12:01:13 +0000 2021,4/23/21,4/18/21
6,Topic 0,0,Fri Apr 23 11:24:11 +0000 2021,4/23/21,4/18/21
7,Topic 0,0,Fri Apr 23 10:42:51 +0000 2021,4/23/21,4/18/21
8,Topic 0,0,Fri Apr 23 10:08:55 +0000 2021,4/23/21,4/18/21
9,Topic 0,0,Fri Apr 23 08:11:59 +0000 2021,4/23/21,4/18/21
10,Topic 0,0,Fri Apr 23 07:40:34 +0000 2021,4/23/21,4/18/21
11,Topic 0,0,Fri Apr 23 07:28:31 +0000 2021,4/23/21,4/18/21
12,Topic 0,0,Fri Apr 23 06:59:42 +0000 2021,4/23/21,4/18/21
13,Topic 0,0,Fri Apr 23 04:25:41 +0000 2021,4/23/21,4/18/21
14,Topic 0,0,Fri Apr 23 03:41:54 +0000 2021,4/23/21,4/18/21
15,Topic 0,0,Fri Apr 23 13:41:24 +0000 2021,4/23/21,4/18/21
16,Topic 0,0,Fri Apr 23 03:12:02 +0000 2021,4/23/21,4/18/21
17,Topic 0,0,Fri Apr 23 02:18:21 +0000 2021,4/23/21,4/18/21
18,Topic 0,0,Fri Apr 23 01:48:39 +0000 2021,4/23/21,4/18/21
19,Topic 0,0,Fri Apr 23 00:56:34 +0000 2021,4/23/21,4/18/21
20,Topic 0,0,Sat Apr 24 11:33:34 +0000 2021,4/24/21,4/18/21
21,Topic 0,0,Sat Apr 24 11:23:57 +0000 2021,4/24/21,4/18/21
22,Topic 0,0,Sat Apr 24 11:18:37 +0000 2021,4/24/21,4/18/21
23,Topic 0,0,Sat Apr 24 11:09:40 +0000 2021,4/24/21,4/18/21
24,Topic 0,0,Sat Apr 24 10:28:25 +0000 2021,4/24/21,4/18/21
25,Topic 0,0,Sat Apr 24 09:45:43 +0000 2021,4/24/21,4/18/21
26,Topic 0,0,Sat Apr 24 09:44:31 +0000 2021,4/24/21,4/18/21
27,Topic 0,0,Fri Apr 23 13:04:53 +0000 2021,4/23/21,4/18/21
28,Topic 0,0,Fri Apr 23 13:45:59 +0000 2021,4/23/21,4/18/21
29,Topic 0,0,Sat Apr 24 02:17:55 +0000 2021,4/24/21,4/18/21
30,Topic 0,0,Thu May 06 19:20:28 +0000 2021,5/6/21,5/2/21
31,Topic 0,0,Thu May 06 22:17:36 +0000 2021,5/6/21,5/2/21
32,Topic 0,0,Thu May 06 22:16:04 +0000 2021,5/6/21,5/2/21
33,Topic 0,0,Thu May 06 22:09:34 +0000 2021,5/6/21,5/2/21
34,Topic 0,0,Thu May 06 22:03:48 +0000 2021,5/6/21,5/2/21
35,Topic 0,0,Thu May 06 21:47:18 +0000 2021,5/6/21,5/2/21
36,Topic 0,0,Thu May 06 20:48:54 +0000 2021,5/6/21,5/2/21
37,Topic 0,0,Thu May 06 20:29:02 +0000 2021,5/6/21,5/2/21
38,Topic 0,0,Thu May 06 20:17:58 +0000 2021,5/6/21,5/2/21
39,Topic 0,0,Thu May 06 20:01:21 +0000 2021,5/6/21,5/2/21
40,Topic 0,0,Thu May 06 19:43:55 +0000 2021,5/6/21,5/2/21
41,Topic 0,0,Thu May 06 19:42:37 +0000 2021,5/6/21,5/2/21
42,Topic 0,0,Thu May 06 18:38:28 +0000 2021,5/6/21,5/2/21
43,Topic 0,0,Fri Apr 23 13:50:13 +0000 2021,4/23/21,4/18/21
44,Topic 0,0,Thu May 06 18:35:10 +0000 2021,5/6/21,5/2/21
45,Topic 0,0,Thu May 06 18:32:15 +0000 2021,5/6/21,5/2/21
46,Topic 0,0,Thu May 06 18:14:51 +0000 2021,5/6/21,5/2/21
47,Topic 0,0,Thu May 06 23:49:34 +0000 2021,5/6/21,5/2/21
48,Topic 0,0,Thu May 06 23:42:10 +0000 2021,5/6/21,5/2/21
49,Topic 0,0,Thu May 06 23:40:50 +0000 2021,5/6/21,5/2/21
50,Topic 0,0,Thu May 06 23:30:58 +0000 2021,5/6/21,5/2/21
51,Topic 0,0,Thu May 06 23:12:35 +0000 2021,5/6/21,5/2/21
52,Topic 0,0,Fri Apr 23 14:48:42 +0000 2021,4/23/21,4/18/21
53,Topic 0,0,Fri Apr 23 14:30:38 +0000 2021,4/23/21,4/18/21
54,Topic 0,0,Fri Apr 23 14:10:58 +0000 2021,4/23/21,4/18/21
55,Topic 0,0,Sat Apr 24 06:49:29 +0000 2021,4/24/21,4/18/21
56,Topic 0,0,Sat Apr 24 02:12:40 +0000 2021,4/24/21,4/18/21
57,Topic 0,0,Tue Apr 27 13:52:30 +0000 2021,4/27/21,4/25/21
58,Topic 0,0,Sun Apr 25 22:32:06 +0000 2021,4/25/21,4/25/21
59,Topic 0,0,Mon Apr 26 15:03:36 +0000 2021,4/26/21,4/25/21
60,Topic 0,0,Mon Apr 26 14:44:13 +0000 2021,4/26/21,4/25/21
61,Topic 0,0,Mon Apr 26 14:14:19 +0000 2021,4/26/21,4/25/21
62,Topic 0,0,Mon Apr 26 12:07:35 +0000 2021,4/26/21,4/25/21
63,Topic 0,0,Mon Apr 26 11:23:56 +0000 2021,4/26/21,4/25/21
64,Topic 0,0,Mon Apr 26 11:18:14 +0000 2021,4/26/21,4/25/21
65,Topic 0,0,Mon Apr 26 06:13:59 +0000 2021,4/26/21,4/25/21
66,Topic 0,0,Mon Apr 26 04:12:51 +0000 2021,4/26/21,4/25/21
67,Topic 0,0,Mon Apr 26 03:11:28 +0000 2021,4/26/21,4/25/21
68,Topic 0,0,Mon Apr 26 01:12:02 +0000 2021,4/26/21,4/25/21
69,Topic 0,0,Mon Apr 26 00:52:58 +0000 2021,4/26/21,4/25/21
70,Topic 0,0,Sun Apr 25 22:30:27 +0000 2021,4/25/21,4/25/21
71,Topic 0,0,Sat Apr 24 13:39:59 +0000 2021,4/24/21,4/18/21
72,Topic 0,0,Sun Apr 25 21:17:18 +0000 2021,4/25/21,4/25/21
73,Topic 0,0,Sun Apr 25 21:03:58 +0000 2021,4/25/21,4/25/21
74,Topic 0,0,Sun Apr 25 20:00:50 +0000 2021,4/25/21,4/25/21
75,Topic 0,0,Sun Apr 25 18:32:15 +0000 2021,4/25/21,4/25/21
76,Topic 0,0,Sun Apr 25 18:11:50 +0000 2021,4/25/21,4/25/21
77,Topic 0,0,Sun Apr 25 16:43:03 +0000 2021,4/25/21,4/25/21
78,Topic 0,0,Sun Apr 25 16:07:15 +0000 2021,4/25/21,4/25/21
79,Topic 0,0,Sun Apr 25 16:04:07 +0000 2021,4/25/21,4/25/21
80,Topic 0,0,Sun Apr 25 15:36:27 +0000 2021,4/25/21,4/25/21
81,Topic 0,0,Sun Apr 25 15:03:47 +0000 2021,4/25/21,4/25/21
82,Topic 0,0,Sun Apr 25 14:53:15 +0000 2021,4/25/21,4/25/21
83,Topic 0,0,Sat Apr 24 13:11:58 +0000 2021,4/24/21,4/18/21
84,Topic 0,0,Sat Apr 24 13:43:23 +0000 2021,4/24/21,4/18/21
85,Topic 0,0,Fri Apr 23 21:51:11 +0000 2021,4/23/21,4/18/21
86,Topic 0,0,Sat Apr 24 23:02:47 +0000 2021,4/24/21,4/18/21
87,Topic 0,0,Fri Apr 23 21:10:00 +0000 2021,4/23/21,4/18/21
88,Topic 0,0,Fri Apr 23 19:17:17 +0000 2021,4/23/21,4/18/21
89,Topic 0,0,Fri Apr 23 18:29:03 +0000 2021,4/23/21,4/18/21
90,Topic 0,0,Fri Apr 23 16:25:36 +0000 2021,4/23/21,4/18/21
91,Topic 0,0,Fri Apr 23 16:04:30 +0000 2021,4/23/21,4/18/21
92,Topic 0,0,Fri Apr 23 15:55:25 +0000 2021,4/23/21,4/18/21
93,Topic 0,0,Sun Apr 25 09:07:12 +0000 2021,4/25/21,4/25/21
94,Topic 0,0,Sun Apr 25 06:22:19 +0000 2021,4/25/21,4/25/21
95,Topic 0,0,Sun Apr 25 06:06:06 +0000 2021,4/25/21,4/25/21
96,Topic 0,0,Sun Apr 25 05:06:18 +0000 2021,4/25/21,4/25/21
97,Topic 0,0,Sun Apr 25 02:12:07 +0000 2021,4/25/21,4/25/21
98,Topic 0,0,Sat Apr 24 22:33:04 +0000 2021,4/24/21,4/18/21
99,Topic 0,0,Sat Apr 24 14:01:23 +0000 2021,4/24/21,4/18/21
100,Topic 0,0,Sat Apr 24 22:01:03 +0000 2021,4/24/21,4/18/21
101,Topic 0,0,Sat Apr 24 21:13:42 +0000 2021,4/24/21,4/18/21
102,Topic 0,0,Sat Apr 24 21:12:22 +0000 2021,4/24/21,4/18/21
103,Topic 0,0,Sat Apr 24 21:11:29 +0000 2021,4/24/21,4/18/21
104,Topic 0,0,Sat Apr 24 20:15:40 +0000 2021,4/24/21,4/18/21
105,Topic 0,0,Sat Apr 24 19:54:40 +0000 2021,4/24/21,4/18/21
106,Topic 0,0,Sat Apr 24 19:32:49 +0000 2021,4/24/21,4/18/21
107,Topic 0,0,Sat Apr 24 19:01:49 +0000 2021,4/24/21,4/18/21
108,Topic 0,0,Sat Apr 24 18:23:46 +0000 2021,4/24/21,4/18/21
109,Topic 0,0,Sat Apr 24 16:21:18 +0000 2021,4/24/21,4/18/21
110,Topic 0,0,Sat Apr 24 16:18:47 +0000 2021,4/24/21,4/18/21
111,Topic 0,0,Thu May 06 22:41:12 +0000 2021,5/6/21,5/2/21
112,Topic 0,0,Thu May 06 22:52:51 +0000 2021,5/6/21,5/2/21
113,Topic 0,0,Thu May 06 22:54:58 +0000 2021,5/6/21,5/2/21
114,Topic 0,0,Wed May 05 20:21:55 +0000 2021,5/5/21,5/2/21
115,Topic 0,0,Wed May 05 16:45:32 +0000 2021,5/5/21,5/2/21
116,Topic 0,0,Wed May 05 16:40:19 +0000 2021,5/5/21,5/2/21
117,Topic 0,0,Wed May 05 16:26:33 +0000 2021,5/5/21,5/2/21
118,Topic 0,0,Wed May 05 15:51:53 +0000 2021,5/5/21,5/2/21
119,Topic 0,0,Wed May 05 15:22:47 +0000 2021,5/5/21,5/2/21
120,Topic 0,0,Wed May 05 14:44:30 +0000 2021,5/5/21,5/2/21
121,Topic 0,0,Wed May 05 14:31:50 +0000 2021,5/5/21,5/2/21
122,Topic 0,0,Wed May 05 20:51:51 +0000 2021,5/5/21,5/2/21
123,Topic 0,0,Wed May 05 20:41:40 +0000 2021,5/5/21,5/2/21
124,Topic 0,0,Wed May 05 20:41:10 +0000 2021,5/5/21,5/2/21
125,Topic 0,0,Wed May 05 20:36:58 +0000 2021,5/5/21,5/2/21
126,Topic 0,0,Wed May 05 20:08:30 +0000 2021,5/5/21,5/2/21
127,Topic 0,0,Wed May 05 17:24:59 +0000 2021,5/5/21,5/2/21
128,Topic 0,0,Wed May 05 20:06:46 +0000 2021,5/5/21,5/2/21
129,Topic 0,0,Wed May 05 19:59:07 +0000 2021,5/5/21,5/2/21
130,Topic 0,0,Wed May 05 19:52:06 +0000 2021,5/5/21,5/2/21
131,Topic 0,0,Wed May 05 19:40:01 +0000 2021,5/5/21,5/2/21
132,Topic 0,0,Wed May 05 19:38:03 +0000 2021,5/5/21,5/2/21
133,Topic 0,0,Wed May 05 19:32:45 +0000 2021,5/5/21,5/2/21
134,Topic 0,0,Wed May 05 19:20:34 +0000 2021,5/5/21,5/2/21
135,Topic 0,0,Wed May 05 19:10:53 +0000 2021,5/5/21,5/2/21
136,Topic 0,0,Wed May 05 18:50:45 +0000 2021,5/5/21,5/2/21
137,Topic 0,0,Wed May 05 18:40:03 +0000 2021,5/5/21,5/2/21
138,Topic 0,0,Thu May 06 01:28:04 +0000 2021,5/6/21,5/2/21
139,Topic 0,0,Wed May 05 16:57:40 +0000 2021,5/5/21,5/2/21
140,Topic 0,0,Wed May 05 17:25:56 +0000 2021,5/5/21,5/2/21
141,Topic 0,0,Thu May 06 22:58:44 +0000 2021,5/6/21,5/2/21
142,Topic 0,0,Wed May 05 09:17:00 +0000 2021,5/5/21,5/2/21
143,Topic 0,0,Wed May 05 13:47:00 +0000 2021,5/5/21,5/2/21
144,Topic 0,0,Wed May 05 13:36:28 +0000 2021,5/5/21,5/2/21
145,Topic 0,0,Wed May 05 13:05:01 +0000 2021,5/5/21,5/2/21
146,Topic 0,0,Wed May 05 13:00:22 +0000 2021,5/5/21,5/2/21
147,Topic 0,0,Wed May 05 12:54:27 +0000 2021,5/5/21,5/2/21
148,Topic 0,0,Wed May 05 12:35:33 +0000 2021,5/5/21,5/2/21
149,Topic 0,0,Wed May 05 11:47:00 +0000 2021,5/5/21,5/2/21
150,Topic 0,0,Wed May 05 11:35:42 +0000 2021,5/5/21,5/2/21
151,Topic 0,0,Wed May 05 11:11:03 +0000 2021,5/5/21,5/2/21
152,Topic 0,0,Wed May 05 11:06:25 +0000 2021,5/5/21,5/2/21
153,Topic 0,0,Wed May 05 09:25:35 +0000 2021,5/5/21,5/2/21
154,Topic 0,0,Wed May 05 09:12:40 +0000 2021,5/5/21,5/2/21
155,Topic 0,0,Wed May 05 17:28:12 +0000 2021,5/5/21,5/2/21
156,Topic 0,0,Wed May 05 09:01:51 +0000 2021,5/5/21,5/2/21
157,Topic 0,0,Wed May 05 07:22:34 +0000 2021,5/5/21,5/2/21
158,Topic 0,0,Wed May 05 06:18:51 +0000 2021,5/5/21,5/2/21
159,Topic 0,0,Wed May 05 04:53:54 +0000 2021,5/5/21,5/2/21
160,Topic 0,0,Wed May 05 04:40:24 +0000 2021,5/5/21,5/2/21
161,Topic 0,0,Wed May 05 04:16:40 +0000 2021,5/5/21,5/2/21
162,Topic 0,0,Wed May 05 03:24:22 +0000 2021,5/5/21,5/2/21
163,Topic 0,0,Wed May 05 03:02:03 +0000 2021,5/5/21,5/2/21
164,Topic 0,0,Wed May 05 17:54:05 +0000 2021,5/5/21,5/2/21
165,Topic 0,0,Wed May 05 17:38:50 +0000 2021,5/5/21,5/2/21
166,Topic 0,0,Wed May 05 17:29:30 +0000 2021,5/5/21,5/2/21
167,Topic 0,0,Thu May 06 00:52:33 +0000 2021,5/6/21,5/2/21
168,Topic 0,0,Thu May 06 00:21:21 +0000 2021,5/6/21,5/2/21
169,Topic 0,0,Wed May 05 23:44:34 +0000 2021,5/5/21,5/2/21
170,Topic 0,0,Thu May 06 16:32:14 +0000 2021,5/6/21,5/2/21
171,Topic 0,0,Thu May 06 11:03:43 +0000 2021,5/6/21,5/2/21
172,Topic 0,0,Thu May 06 09:35:42 +0000 2021,5/6/21,5/2/21
173,Topic 0,0,Thu May 06 09:34:42 +0000 2021,5/6/21,5/2/21
174,Topic 0,0,Thu May 06 09:30:10 +0000 2021,5/6/21,5/2/21
175,Topic 0,0,Thu May 06 09:02:38 +0000 2021,5/6/21,5/2/21
176,Topic 0,0,Thu May 06 08:53:17 +0000 2021,5/6/21,5/2/21
177,Topic 0,0,Thu May 06 17:24:15 +0000 2021,5/6/21,5/2/21
178,Topic 0,0,Thu May 06 17:15:04 +0000 2021,5/6/21,5/2/21
179,Topic 0,0,Thu May 06 16:43:30 +0000 2021,5/6/21,5/2/21
180,Topic 0,0,Thu May 06 16:40:25 +0000 2021,5/6/21,5/2/21
181,Topic 0,0,Thu May 06 16:40:00 +0000 2021,5/6/21,5/2/21
182,Topic 0,0,Thu May 06 16:28:34 +0000 2021,5/6/21,5/2/21
183,Topic 0,0,Wed May 05 23:34:13 +0000 2021,5/5/21,5/2/21
184,Topic 0,0,Thu May 06 16:20:04 +0000 2021,5/6/21,5/2/21
185,Topic 0,0,Thu May 06 16:04:04 +0000 2021,5/6/21,5/2/21
186,Topic 0,0,Thu May 06 15:51:30 +0000 2021,5/6/21,5/2/21
187,Topic 0,0,Thu May 06 15:43:09 +0000 2021,5/6/21,5/2/21
188,Topic 0,0,Thu May 06 15:39:31 +0000 2021,5/6/21,5/2/21
189,Topic 0,0,Thu May 06 15:01:56 +0000 2021,5/6/21,5/2/21
190,Topic 0,0,Thu May 06 14:44:47 +0000 2021,5/6/21,5/2/21
191,Topic 0,0,Thu May 06 14:33:09 +0000 2021,5/6/21,5/2/21
192,Topic 0,0,Thu May 06 14:16:28 +0000 2021,5/6/21,5/2/21
193,Topic 0,0,Thu May 06 23:04:59 +0000 2021,5/6/21,5/2/21
194,Topic 0,0,Thu May 06 23:01:54 +0000 2021,5/6/21,5/2/21
195,Topic 0,0,Thu May 06 11:12:20 +0000 2021,5/6/21,5/2/21
196,Topic 0,0,Thu May 06 11:44:42 +0000 2021,5/6/21,5/2/21
197,Topic 0,0,Thu May 06 11:49:16 +0000 2021,5/6/21,5/2/21
198,Topic 0,0,Thu May 06 12:26:50 +0000 2021,5/6/21,5/2/21
199,Topic 0,0,Wed May 05 23:01:26 +0000 2021,5/5/21,5/2/21
200,Topic 0,0,Wed May 05 22:43:11 +0000 2021,5/5/21,5/2/21
201,Topic 0,0,Wed May 05 22:23:57 +0000 2021,5/5/21,5/2/21
202,Topic 0,0,Thu May 06 07:22:28 +0000 2021,5/6/21,5/2/21
203,Topic 0,0,Thu May 06 07:12:52 +0000 2021,5/6/21,5/2/21
204,Topic 0,0,Thu May 06 07:01:36 +0000 2021,5/6/21,5/2/21
205,Topic 0,0,Thu May 06 04:54:15 +0000 2021,5/6/21,5/2/21
206,Topic 0,0,Thu May 06 04:46:20 +0000 2021,5/6/21,5/2/21
207,Topic 0,0,Thu May 06 04:25:27 +0000 2021,5/6/21,5/2/21
208,Topic 0,0,Thu May 06 04:02:17 +0000 2021,5/6/21,5/2/21
209,Topic 0,0,Thu May 06 03:56:24 +0000 2021,5/6/21,5/2/21
210,Topic 0,0,Thu May 06 03:44:59 +0000 2021,5/6/21,5/2/21
211,Topic 0,0,Thu May 06 03:28:22 +0000 2021,5/6/21,5/2/21
212,Topic 0,0,Thu May 06 03:27:29 +0000 2021,5/6/21,5/2/21
213,Topic 0,0,Thu May 06 03:10:47 +0000 2021,5/6/21,5/2/21
214,Topic 0,0,Thu May 06 03:04:46 +0000 2021,5/6/21,5/2/21
215,Topic 0,0,Thu May 06 02:56:09 +0000 2021,5/6/21,5/2/21
216,Topic 0,0,Thu May 06 01:56:26 +0000 2021,5/6/21,5/2/21
217,Topic 0,0,Thu May 06 01:37:55 +0000 2021,5/6/21,5/2/21
218,Topic 0,0,Thu May 06 13:49:50 +0000 2021,5/6/21,5/2/21
219,Topic 0,0,Thu May 06 13:36:32 +0000 2021,5/6/21,5/2/21
220,Topic 0,0,Thu May 06 13:34:04 +0000 2021,5/6/21,5/2/21
221,Topic 0,0,Thu May 06 12:52:21 +0000 2021,5/6/21,5/2/21
222,Topic 0,0,Sun Apr 25 12:12:11 +0000 2021,4/25/21,4/25/21
223,Topic 0,0,Tue Apr 27 13:45:42 +0000 2021,4/27/21,4/25/21
224,Topic 0,0,Wed May 05 13:58:09 +0000 2021,5/5/21,5/2/21
225,Topic 0,0,Mon Mar 15 17:00:17 +0000 2021,3/15/21,3/14/21
226,Topic 0,0,Tue Mar 16 03:02:48 +0000 2021,3/16/21,3/14/21
227,Topic 0,0,Tue Mar 16 02:44:13 +0000 2021,3/16/21,3/14/21
228,Topic 0,0,Tue Mar 16 01:58:19 +0000 2021,3/16/21,3/14/21
229,Topic 0,0,Tue Mar 16 00:06:48 +0000 2021,3/16/21,3/14/21
230,Topic 0,0,Mon Mar 15 23:53:38 +0000 2021,3/15/21,3/14/21
231,Topic 0,0,Mon Mar 15 21:54:06 +0000 2021,3/15/21,3/14/21
232,Topic 0,0,Mon Mar 15 20:48:55 +0000 2021,3/15/21,3/14/21
233,Topic 0,0,Mon Mar 15 20:41:24 +0000 2021,3/15/21,3/14/21
234,Topic 0,0,Mon Mar 15 20:24:17 +0000 2021,3/15/21,3/14/21
235,Topic 0,0,Mon Mar 15 19:30:32 +0000 2021,3/15/21,3/14/21
236,Topic 0,0,Mon Mar 15 17:29:10 +0000 2021,3/15/21,3/14/21
237,Topic 0,0,Mon Mar 15 16:41:15 +0000 2021,3/15/21,3/14/21
238,Topic 0,0,Tue Mar 16 07:05:33 +0000 2021,3/16/21,3/14/21
239,Topic 0,0,Mon Mar 15 15:56:30 +0000 2021,3/15/21,3/14/21
240,Topic 0,0,Mon Mar 15 15:04:03 +0000 2021,3/15/21,3/14/21
241,Topic 0,0,Tue Mar 16 22:24:34 +0000 2021,3/16/21,3/14/21
242,Topic 0,0,Tue Mar 16 21:18:29 +0000 2021,3/16/21,3/14/21
243,Topic 0,0,Tue Mar 16 20:58:59 +0000 2021,3/16/21,3/14/21
244,Topic 0,0,Tue Mar 16 20:47:38 +0000 2021,3/16/21,3/14/21
245,Topic 0,0,Tue Mar 16 19:15:09 +0000 2021,3/16/21,3/14/21
246,Topic 0,0,Tue Mar 16 18:53:25 +0000 2021,3/16/21,3/14/21
247,Topic 0,0,Tue Mar 16 18:38:41 +0000 2021,3/16/21,3/14/21
248,Topic 0,0,Tue Mar 16 17:57:41 +0000 2021,3/16/21,3/14/21
249,Topic 0,0,Tue Mar 16 17:34:01 +0000 2021,3/16/21,3/14/21
250,Topic 0,0,Tue Mar 16 05:12:30 +0000 2021,3/16/21,3/14/21
251,Topic 0,0,Tue Mar 16 08:03:34 +0000 2021,3/16/21,3/14/21
252,Topic 0,0,Tue Mar 16 17:15:21 +0000 2021,3/16/21,3/14/21
253,Topic 0,0,Mon Mar 15 08:34:31 +0000 2021,3/15/21,3/14/21
254,Topic 0,0,Fri Apr 30 23:33:26 +0000 2021,4/30/21,4/25/21
255,Topic 0,0,Mon Mar 15 13:59:50 +0000 2021,3/15/21,3/14/21
256,Topic 0,0,Mon Mar 15 13:55:43 +0000 2021,3/15/21,3/14/21
257,Topic 0,0,Mon Mar 15 13:53:54 +0000 2021,3/15/21,3/14/21
258,Topic 0,0,Mon Mar 15 13:43:46 +0000 2021,3/15/21,3/14/21
259,Topic 0,0,Mon Mar 15 13:17:16 +0000 2021,3/15/21,3/14/21
260,Topic 0,0,Mon Mar 15 12:57:47 +0000 2021,3/15/21,3/14/21
261,Topic 0,0,Mon Mar 15 11:25:37 +0000 2021,3/15/21,3/14/21
262,Topic 0,0,Mon Mar 15 10:28:20 +0000 2021,3/15/21,3/14/21
263,Topic 0,0,Mon Mar 15 10:05:30 +0000 2021,3/15/21,3/14/21
264,Topic 0,0,Mon Mar 15 09:44:25 +0000 2021,3/15/21,3/14/21
265,Topic 0,0,Mon Mar 15 06:57:43 +0000 2021,3/15/21,3/14/21
266,Topic 0,0,Tue Mar 16 08:10:03 +0000 2021,3/16/21,3/14/21
267,Topic 0,0,Mon Mar 15 05:24:18 +0000 2021,3/15/21,3/14/21
268,Topic 0,0,Mon Mar 15 04:29:05 +0000 2021,3/15/21,3/14/21
269,Topic 0,0,Mon Mar 15 03:38:11 +0000 2021,3/15/21,3/14/21
270,Topic 0,0,Mon Mar 15 02:56:25 +0000 2021,3/15/21,3/14/21
271,Topic 0,0,Mon Mar 15 02:08:35 +0000 2021,3/15/21,3/14/21
272,Topic 0,0,Mon Mar 15 01:42:13 +0000 2021,3/15/21,3/14/21
273,Topic 0,0,Mon Mar 15 01:37:03 +0000 2021,3/15/21,3/14/21
274,Topic 0,0,Mon Mar 15 00:45:27 +0000 2021,3/15/21,3/14/21
275,Topic 0,0,Mon Mar 15 00:16:28 +0000 2021,3/15/21,3/14/21
276,Topic 0,0,Tue Mar 16 09:39:02 +0000 2021,3/16/21,3/14/21
277,Topic 0,0,Tue Mar 16 08:54:27 +0000 2021,3/16/21,3/14/21
278,Topic 0,0,Tue Mar 16 17:24:46 +0000 2021,3/16/21,3/14/21
279,Topic 0,0,Tue Mar 16 16:55:27 +0000 2021,3/16/21,3/14/21
280,Topic 0,0,Tue Apr 27 13:10:54 +0000 2021,4/27/21,4/25/21
281,Topic 0,0,Wed Mar 17 02:15:53 +0000 2021,3/17/21,3/14/21
282,Topic 0,0,Wed Mar 17 11:08:09 +0000 2021,3/17/21,3/14/21
283,Topic 0,0,Wed Mar 17 11:03:50 +0000 2021,3/17/21,3/14/21
284,Topic 0,0,Wed Mar 17 10:27:49 +0000 2021,3/17/21,3/14/21
285,Topic 0,0,Wed Mar 17 10:13:55 +0000 2021,3/17/21,3/14/21
286,Topic 0,0,Wed Mar 17 08:46:43 +0000 2021,3/17/21,3/14/21
287,Topic 0,0,Wed Mar 17 08:36:17 +0000 2021,3/17/21,3/14/21
288,Topic 0,0,Wed Mar 17 07:16:23 +0000 2021,3/17/21,3/14/21
289,Topic 0,0,Wed Mar 17 06:18:58 +0000 2021,3/17/21,3/14/21
290,Topic 0,0,Wed Mar 17 05:18:35 +0000 2021,3/17/21,3/14/21
291,Topic 0,0,Wed Mar 17 04:09:24 +0000 2021,3/17/21,3/14/21
292,Topic 0,0,Wed Mar 17 03:28:08 +0000 2021,3/17/21,3/14/21
293,Topic 0,0,Wed Mar 17 01:32:19 +0000 2021,3/17/21,3/14/21
294,Topic 0,0,Wed Mar 17 12:02:52 +0000 2021,3/17/21,3/14/21
295,Topic 0,0,Wed Mar 17 01:26:54 +0000 2021,3/17/21,3/14/21
296,Topic 0,0,Wed Mar 17 01:12:18 +0000 2021,3/17/21,3/14/21
297,Topic 0,0,Wed Mar 17 00:07:20 +0000 2021,3/17/21,3/14/21
298,Topic 0,0,Tue Mar 16 23:59:40 +0000 2021,3/16/21,3/14/21
299,Topic 0,0,Tue Mar 16 23:49:55 +0000 2021,3/16/21,3/14/21
300,Topic 0,0,Tue Mar 16 23:33:38 +0000 2021,3/16/21,3/14/21
301,Topic 0,0,Thu Mar 18 05:12:50 +0000 2021,3/18/21,3/14/21
302,Topic 0,0,Thu Mar 18 03:35:07 +0000 2021,3/18/21,3/14/21
303,Topic 0,0,Thu Mar 18 02:16:28 +0000 2021,3/18/21,3/14/21
304,Topic 0,0,Thu Mar 18 02:11:53 +0000 2021,3/18/21,3/14/21
305,Topic 0,0,Thu Mar 18 00:17:01 +0000 2021,3/18/21,3/14/21
306,Topic 0,0,Wed Mar 17 11:42:37 +0000 2021,3/17/21,3/14/21
307,Topic 0,0,Wed Mar 17 12:03:33 +0000 2021,3/17/21,3/14/21
308,Topic 0,0,Tue Mar 16 15:21:32 +0000 2021,3/16/21,3/14/21
309,Topic 0,0,Tue Mar 16 10:44:06 +0000 2021,3/16/21,3/14/21
310,Topic 0,0,Tue Mar 16 15:19:12 +0000 2021,3/16/21,3/14/21
311,Topic 0,0,Tue Mar 16 14:25:22 +0000 2021,3/16/21,3/14/21
312,Topic 0,0,Tue Mar 16 14:05:22 +0000 2021,3/16/21,3/14/21
313,Topic 0,0,Tue Mar 16 13:51:15 +0000 2021,3/16/21,3/14/21
314,Topic 0,0,Tue Mar 16 13:44:01 +0000 2021,3/16/21,3/14/21
315,Topic 0,0,Tue Mar 16 12:50:14 +0000 2021,3/16/21,3/14/21
316,Topic 0,0,Tue Mar 16 12:35:03 +0000 2021,3/16/21,3/14/21
317,Topic 0,0,Tue Mar 16 12:24:50 +0000 2021,3/16/21,3/14/21
318,Topic 0,0,Tue Mar 16 11:51:25 +0000 2021,3/16/21,3/14/21
319,Topic 0,0,Tue Mar 16 11:30:26 +0000 2021,3/16/21,3/14/21
320,Topic 0,0,Tue Mar 16 11:18:43 +0000 2021,3/16/21,3/14/21
321,Topic 0,0,Tue Mar 16 10:36:11 +0000 2021,3/16/21,3/14/21
322,Topic 0,0,Wed Mar 17 12:13:38 +0000 2021,3/17/21,3/14/21
323,Topic 0,0,Wed Mar 17 17:24:35 +0000 2021,3/17/21,3/14/21
